Ticker,Date,Open,High,Low,Close,Adj Close,Volume
^NYA,2009-01-02,5755.759765625,5937.02001953125,5732.68017578125,5915.72998046875,5915.72998046875,4048270000.0
^IXIC,2009-01-02,1578.8699951171875,1636.030029296875,1571.97998046875,1632.2099609375,1632.2099609375,1438410000.0
^FTSE,2009-01-02,4434.2001953125,4561.7998046875,4430.0,4561.7998046875,4561.7998046875,407295500.0
^NSEI,2009-01-02,3034.60009765625,3079.85009765625,3021.800048828125,3046.75,3046.75,0.0
^BSESN,2009-01-02,9973.0595703125,10070.2802734375,9863.8603515625,9958.2197265625,9958.2197265625,51600.0
^N100,2009-01-02,546.9099731445312,566.3800048828125,546.530029296875,566.3800048828125,566.3800048828125,153143300.0
^DJI,2009-01-02,8772.25,9065.2802734375,8760.7802734375,9034.6904296875,9034.6904296875,213700000.0
^GSPC,2009-01-02,902.989990234375,934.72998046875,899.3499755859375,931.7999877929688,931.7999877929688,4048270000.0
GC=F,2009-01-02,881.5,881.5,868.9000244140625,878.7999877929688,878.7999877929688,46.0
CL=F,2009-01-02,43.720001220703125,46.7400016784668,41.04999923706055,46.34000015258789,46.34000015258789,184679.0
^NYA,2009-01-05,5915.72021484375,5963.7001953125,5839.919921875,5908.43017578125,5908.43017578125,5413910000.0
^IXIC,2009-01-05,1621.47998046875,1640.4599609375,1604.6300048828125,1628.030029296875,1628.030029296875,1816580000.0
^FTSE,2009-01-05,4561.7998046875,4618.10009765625,4520.7998046875,4579.60009765625,4579.60009765625,836676100.0
^NSEI,2009-01-05,3058.75,3131.949951171875,3056.449951171875,3121.449951171875,3121.449951171875,0.0
^BSESN,2009-01-05,10124.919921875,10306.169921875,10069.1103515625,10275.599609375,10275.599609375,51200.0
^N225,2009-01-05,8991.2099609375,9127.3798828125,8987.3603515625,9043.1201171875,9043.1201171875,84900000.0
000001.SS,2009-01-05,1849.02001953125,1880.7159423828125,1844.093994140625,1880.7159423828125,1880.7159423828125,67200.0
^N100,2009-01-05,571.3800048828125,572.9199829101562,563.260009765625,571.2100219726562,571.2100219726562,224922900.0
^DJI,2009-01-05,9027.1298828125,9034.3701171875,8892.3603515625,8952.8896484375,8952.8896484375,233760000.0
^GSPC,2009-01-05,929.1699829101562,936.6300048828124,919.530029296875,927.4500122070312,927.4500122070312,5413910000.0
GC=F,2009-01-05,882.0,883.5,847.0,857.2000122070312,857.2000122070312,35.0
CL=F,2009-01-05,47.040000915527344,49.27999877929688,45.560001373291016,48.810001373291016,48.810001373291016,258762.0
^NYA,2009-01-06,5908.39013671875,6014.0,5901.509765625,5968.83984375,5968.83984375,5392620000.0
^IXIC,2009-01-06,1642.3699951171875,1665.6300048828125,1636.25,1652.3800048828125,1652.3800048828125,2137640000.0
^FTSE,2009-01-06,4579.60009765625,4675.7001953125,4562.0,4638.89990234375,4638.89990234375,1036086000.0
^NSEI,2009-01-06,3121.5,3141.800048828125,3056.10009765625,3112.800048828125,3112.800048828125,0.0
^BSESN,2009-01-06,10241.509765625,10392.1201171875,10150.6796875,10335.9296875,10335.9296875,55600.0
^N225,2009-01-06,9130.009765625,9171.0302734375,9029.9404296875,9080.83984375,9080.83984375,154800000.0
000001.SS,2009-01-06,1878.8270263671875,1938.68994140625,1871.970947265625,1937.14501953125,1937.14501953125,99000.0
^N100,2009-01-06,573.3699951171875,582.489990234375,567.6400146484375,577.8300170898438,577.8300170898438,259539200.0
^DJI,2009-01-06,8954.5703125,9088.0595703125,8940.9501953125,9015.099609375,9015.099609375,215410000.0
^GSPC,2009-01-06,931.1699829101562,943.8499755859376,927.280029296875,934.7000122070312,934.7000122070312,5392620000.0
GC=F,2009-01-06,855.0999755859375,867.5999755859375,840.0,865.4000244140625,865.4000244140625,113.0
CL=F,2009-01-06,48.400001525878906,50.470001220703125,47.59999847412109,48.58000183105469,48.58000183105469,331307.0
^NYA,2009-01-07,5968.83984375,5968.83984375,5770.240234375,5799.0498046875,5799.0498046875,4704940000.0
^IXIC,2009-01-07,1621.6300048828125,1625.3699951171875,1588.199951171875,1599.06005859375,1599.06005859375,2020170000.0
^FTSE,2009-01-07,4638.89990234375,4638.89990234375,4478.0,4507.5,4507.5,1059568400.0
^NSEI,2009-01-07,3112.800048828125,3147.199951171875,2888.199951171875,2920.39990234375,2920.39990234375,0.0
^BSESN,2009-01-07,10424.9599609375,10469.7197265625,9510.150390625,9586.8798828125,9586.8798828125,217600.0
^N225,2009-01-07,9133.7998046875,9325.349609375,9106.0498046875,9239.240234375,9239.240234375,205600000.0
000001.SS,2009-01-07,1938.9739990234373,1948.2330322265625,1920.5150146484373,1924.011962890625,1924.011962890625,92400.0
